##source=lorikeet-v0.8.2
##sample=<ID=1, name=filtered/EHA03363_bin.59/PRB0174_EHI02067_DMB0156.bam>
##sample=<ID=2, name=filtered/EHA03363_bin.59/PRB0174_EHI02065_DMB0156.bam>
##sample=<ID=3, name=filtered/EHA03363_bin.59/PRB0237_EHI02617_DMB0156.bam>
##sample=<ID=4, name=filtered/EHA03363_bin.59/PRB0164_EHI01968_DMB0156.bam>
##sample=<ID=5, name=filtered/EHA03363_bin.59/PRB0237_EHI02630_DMB0156.bam>
##sample=<ID=6, name=filtered/EHA03363_bin.59/PRB0237_EHI02639_DMB0156.bam>
##sample=<ID=7, name=filtered/EHA03363_bin.59/PRB0237_EHI02607_DMB0156.bam>
##sample=<ID=8, name=filtered/EHA03363_bin.59/PRB0237_EHI02582_DMB0156.bam>
##sample=<ID=9, name=filtered/EHA03363_bin.59/PRB0237_EHI02612_DMB0156.bam>
##sample=<ID=10, name=filtered/EHA03363_bin.59/PRB0237_EHI02619_DMB0156.bam>
##sample=<ID=11, name=filtered/EHA03363_bin.59/PRB0164_EHI01985_DMB0156.bam>
##sample=<ID=12, name=filtered/EHA03363_bin.59/PRB0164_EHI01966_DMB0156.bam>
##sample=<ID=13, name=filtered/EHA03363_bin.59/PRB0237_EHI02615_DMB0156.bam>
##sample=<ID=14, name=filtered/EHA03363_bin.59/PRB0237_EHI02695_DMB0156.bam>
##sample=<ID=15, name=filtered/EHA03363_bin.59/PRB0237_EHI02592_DMB0156.bam>
##sample=<ID=16, name=filtered/EHA03363_bin.59/PRB0237_EHI02585_DMB0156.bam>
##sample=<ID=17, name=filtered/EHA03363_bin.59/PRB0237_EHI02602_DMB0156.bam>
##sample=<ID=18, name=filtered/EHA03363_bin.59/PRB0237_EHI02632_DMB0156.bam>
##sample=<ID=19, name=filtered/EHA03363_bin.59/PRB0237_EHI02698_DMB0156.bam>
##sample=<ID=20, name=filtered/EHA03363_bin.59/PRB0237_EHI02697_DMB0156.bam>
##sample=<ID=21, name=filtered/EHA03363_bin.59/PRB0237_EHI02624_DMB0156.bam>
##sample=<ID=22, name=filtered/EHA03363_bin.59/PRB0237_EHI02693_DMB0156.bam>
##sample=<ID=23, name=filtered/EHA03363_bin.59/PRB0174_EHI02088_DMB0156.bam>
##sample=<ID=24, name=filtered/EHA03363_bin.59/PRB0164_EHI01995_DMB0156.bam>
##sample=<ID=25, name=filtered/EHA03363_bin.59/PRB0174_EHI02097_DMB0156.bam>
##sample=<ID=26, name=filtered/EHA03363_bin.59/PRB0164_EHI01970_DMB0156.bam>
##sample=<ID=27, name=filtered/EHA03363_bin.59/PRB0237_EHI02633_DMB0156.bam>
##sample=<ID=28, name=filtered/EHA03363_bin.59/PRB0237_EHI02598_DMB0156.bam>
##sample=<ID=29, name=filtered/EHA03363_bin.59/PRB0164_EHI01989_DMB0156.bam>
##sample=<ID=30, name=filtered/EHA03363_bin.59/PRB0174_EHI02079_DMB0156.bam>
##sample=<ID=31, name=filtered/EHA03363_bin.59/PRB0237_EHI02696_DMB0156.bam>
##sample=<ID=32, name=filtered/EHA03363_bin.59/PRB0164_EHI01967_DMB0156.bam>
##sample=<ID=33, name=filtered/EHA03363_bin.59/PRB0164_EHI01992_DMB0156.bam>
##sample=<ID=34, name=filtered/EHA03363_bin.59/PRB0174_EHI02105_DMB0156.bam>
##sample=<ID=35, name=filtered/EHA03363_bin.59/PRB0164_EHI01979_DMB0156.bam>
##sample=<ID=36, name=filtered/EHA03363_bin.59/PRB0164_EHI01982_DMB0156.bam>
##sample=<ID=37, name=filtered/EHA03363_bin.59/PRB0237_EHI02625_DMB0156.bam>
##sample=<ID=38, name=filtered/EHA03363_bin.59/PRB0237_EHI02603_DMB0156.bam>
##sample=<ID=39, name=filtered/EHA03363_bin.59/PRB0237_EHI02584_DMB0156.bam>
##sample=<ID=40, name=filtered/EHA03363_bin.59/PRB0237_EHI02587_DMB0156.bam>
##sample=<ID=41, name=filtered/EHA03363_bin.59/PRB0237_EHI02694_DMB0156.bam>
SampleID  	1       	2       	3       	4       	5       	6       	7       	8       	9       	10      	11      	12      	13      	14      	15      	16      	17      	18      	19      	20      	21      	22      	23      	24      	25      	26      	27      	28      	29      	30      	31      	32      	33      	34      	35      	36      	37      	38      	39      	40      	41      
1	0.98346347	0.98771119	0.99311531	0.98880595	0.98816568	NaN	1.00000000	NaN	1.00000000	0.99746192	1.00000000	NaN	1.00000000	NaN	NaN	1.00000000	0.99491096	NaN	NaN	NaN	1.00000000	NaN	1.00000000	1.00000000	0.98240471	1.00000000	0.98000002	0.99855071	0.98315787	0.99319726	NaN	0.99352753	NaN	1.00000000	0.99202126	NaN	NaN	0.98823529	1.00000000	1.00000000	NaN
2	0.98771119	0.99787992	0.99952084	0.99805027	0.99605250	0.99925309	0.98166668	1.00000000	0.98918921	0.99161756	0.97260273	NaN	1.00000000	NaN	0.99512196	1.00000000	0.97608697	NaN	NaN	NaN	0.97514343	NaN	0.99463809	NaN	0.99962604	1.00000000	0.99892390	0.99635923	0.99881345	0.99968296	NaN	0.99854147	1.00000000	1.00000000	0.99933285	NaN	1.00000000	0.99948263	0.99148935	1.00000000	NaN
3	0.99311531	0.99952084	0.99744105	0.99511558	0.99665791	0.99969822	1.00000000	1.00000000	0.99203187	0.99471176	0.99415207	1.00000000	0.98950380	NaN	1.00000000	0.98759127	0.99495584	NaN	NaN	NaN	0.98946261	NaN	0.98089170	1.00000000	0.99882811	0.98598129	0.99893212	0.99074072	0.99886531	0.99875879	NaN	0.99855530	1.00000000	0.98408490	0.99853802	NaN	1.00000000	0.99959284	0.97772276	0.99509805	NaN
4	0.98880595	0.99805027	0.99511558	0.99426311	0.99660444	0.99782515	0.99873739	1.00000000	0.99339932	0.99897939	0.99373043	NaN	1.00000000	NaN	1.00000000	1.00000000	0.99740487	NaN	NaN	NaN	0.99288255	NaN	0.99176955	1.00000000	0.99761242	1.00000000	0.99753392	0.99090910	0.99608940	0.99503195	NaN	0.99874085	NaN	NaN	0.99377972	NaN	NaN	0.99964410	0.99043059	0.99335545	NaN
5	0.98816568	0.99605250	0.99665791	0.99660444	0.99186069	0.99780852	0.98200226	1.00000000	1.00000000	0.99896193	0.99590164	NaN	0.98516577	NaN	0.99874294	0.99106002	0.99251431	1.00000000	NaN	NaN	0.98666668	NaN	0.97196263	1.00000000	0.99264127	0.98879552	0.99389356	0.99399757	0.99209273	0.99362403	NaN	0.99702650	NaN	1.00000000	0.99237508	NaN	1.00000000	0.99866861	0.97563452	1.00000000	NaN
6	NaN	0.99925309	0.99969822	0.99782515	0.99780852	0.99685067	0.99705017	1.00000000	NaN	0.99239582	1.00000000	1.00000000	0.99405468	NaN	1.00000000	0.99638987	1.00000000	NaN	NaN	NaN	0.99673200	NaN	1.00000000	NaN	0.99896920	0.99431819	0.99929315	0.99484003	0.99799544	0.99943292	NaN	0.99788964	NaN	1.00000000	0.99930590	NaN	1.00000000	0.99962425	0.97903013	NaN	NaN
7	1.00000000	0.98166668	1.00000000	0.99873739	0.98200226	0.99705017	0.98180467	1.00000000	1.00000000	0.97923499	1.00000000	NaN	1.00000000	NaN	NaN	1.00000000	1.00000000	NaN	NaN	NaN	1.00000000	NaN	1.00000000	1.00000000	0.98648649	1.00000000	0.99583334	1.00000000	0.98810703	0.98063380	NaN	0.98767608	NaN	NaN	0.98182958	NaN	NaN	0.99766898	1.00000000	1.00000000	NaN
8	NaN	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	0.99948978	NaN	1.00000000	1.00000000	NaN	0.98245615	NaN	1.00000000	NaN	1.00000000	NaN	NaN	NaN	NaN	NaN	1.00000000	NaN	1.00000000	NaN	1.00000000	1.00000000	1.00000000	1.00000000	NaN	1.00000000	NaN	NaN	1.00000000	1.00000000	NaN	1.00000000	0.74509799	1.00000000	NaN
9	1.00000000	0.98918921	0.99203187	0.99339932	1.00000000	NaN	1.00000000	NaN	0.98898071	0.99539173	1.00000000	NaN	NaN	NaN	NaN	1.00000000	0.99256504	NaN	NaN	NaN	1.00000000	NaN	NaN	NaN	0.99685532	1.00000000	1.00000000	1.00000000	0.98761612	1.00000000	NaN	0.99000001	NaN	NaN	0.99405938	NaN	NaN	0.98742139	1.00000000	NaN	NaN
10	0.99746192	0.99161756	0.99471176	0.99897939	0.99896193	0.99239582	0.97923499	1.00000000	0.99539173	0.98651695	0.99358976	1.00000000	0.99152541	NaN	0.99539173	0.98318499	0.97730494	1.00000000	NaN	NaN	0.98578197	NaN	0.99061030	1.00000000	0.98825395	1.00000000	0.98714590	0.97642082	0.98711234	0.99340951	NaN	0.99693507	NaN	0.99613899	0.98692137	NaN	NaN	0.99516010	0.99078339	0.99411762	NaN
