##source=lorikeet-v0.8.2
##sample=<ID=1, name=filtered/EHA03360_bin.2/PRB0174_EHI02067_DMB0156.bam>
##sample=<ID=2, name=filtered/EHA03360_bin.2/PRB0174_EHI02065_DMB0156.bam>
##sample=<ID=3, name=filtered/EHA03360_bin.2/PRB0237_EHI02617_DMB0156.bam>
##sample=<ID=4, name=filtered/EHA03360_bin.2/PRB0164_EHI01968_DMB0156.bam>
##sample=<ID=5, name=filtered/EHA03360_bin.2/PRB0237_EHI02630_DMB0156.bam>
##sample=<ID=6, name=filtered/EHA03360_bin.2/PRB0237_EHI02639_DMB0156.bam>
##sample=<ID=7, name=filtered/EHA03360_bin.2/PRB0237_EHI02607_DMB0156.bam>
##sample=<ID=8, name=filtered/EHA03360_bin.2/PRB0237_EHI02582_DMB0156.bam>
##sample=<ID=9, name=filtered/EHA03360_bin.2/PRB0237_EHI02612_DMB0156.bam>
##sample=<ID=10, name=filtered/EHA03360_bin.2/PRB0237_EHI02619_DMB0156.bam>
##sample=<ID=11, name=filtered/EHA03360_bin.2/PRB0164_EHI01985_DMB0156.bam>
##sample=<ID=12, name=filtered/EHA03360_bin.2/PRB0164_EHI01966_DMB0156.bam>
##sample=<ID=13, name=filtered/EHA03360_bin.2/PRB0237_EHI02615_DMB0156.bam>
##sample=<ID=14, name=filtered/EHA03360_bin.2/PRB0237_EHI02695_DMB0156.bam>
##sample=<ID=15, name=filtered/EHA03360_bin.2/PRB0237_EHI02592_DMB0156.bam>
##sample=<ID=16, name=filtered/EHA03360_bin.2/PRB0237_EHI02585_DMB0156.bam>
##sample=<ID=17, name=filtered/EHA03360_bin.2/PRB0237_EHI02602_DMB0156.bam>
##sample=<ID=18, name=filtered/EHA03360_bin.2/PRB0237_EHI02632_DMB0156.bam>
##sample=<ID=19, name=filtered/EHA03360_bin.2/PRB0237_EHI02698_DMB0156.bam>
##sample=<ID=20, name=filtered/EHA03360_bin.2/PRB0237_EHI02697_DMB0156.bam>
##sample=<ID=21, name=filtered/EHA03360_bin.2/PRB0237_EHI02624_DMB0156.bam>
##sample=<ID=22, name=filtered/EHA03360_bin.2/PRB0237_EHI02693_DMB0156.bam>
##sample=<ID=23, name=filtered/EHA03360_bin.2/PRB0174_EHI02088_DMB0156.bam>
##sample=<ID=24, name=filtered/EHA03360_bin.2/PRB0164_EHI01995_DMB0156.bam>
##sample=<ID=25, name=filtered/EHA03360_bin.2/PRB0174_EHI02097_DMB0156.bam>
##sample=<ID=26, name=filtered/EHA03360_bin.2/PRB0164_EHI01970_DMB0156.bam>
##sample=<ID=27, name=filtered/EHA03360_bin.2/PRB0237_EHI02633_DMB0156.bam>
##sample=<ID=28, name=filtered/EHA03360_bin.2/PRB0237_EHI02598_DMB0156.bam>
##sample=<ID=29, name=filtered/EHA03360_bin.2/PRB0164_EHI01989_DMB0156.bam>
##sample=<ID=30, name=filtered/EHA03360_bin.2/PRB0174_EHI02079_DMB0156.bam>
##sample=<ID=31, name=filtered/EHA03360_bin.2/PRB0237_EHI02696_DMB0156.bam>
##sample=<ID=32, name=filtered/EHA03360_bin.2/PRB0164_EHI01967_DMB0156.bam>
##sample=<ID=33, name=filtered/EHA03360_bin.2/PRB0164_EHI01992_DMB0156.bam>
##sample=<ID=34, name=filtered/EHA03360_bin.2/PRB0174_EHI02105_DMB0156.bam>
##sample=<ID=35, name=filtered/EHA03360_bin.2/PRB0164_EHI01979_DMB0156.bam>
##sample=<ID=36, name=filtered/EHA03360_bin.2/PRB0164_EHI01982_DMB0156.bam>
##sample=<ID=37, name=filtered/EHA03360_bin.2/PRB0237_EHI02625_DMB0156.bam>
##sample=<ID=38, name=filtered/EHA03360_bin.2/PRB0237_EHI02603_DMB0156.bam>
##sample=<ID=39, name=filtered/EHA03360_bin.2/PRB0237_EHI02584_DMB0156.bam>
##sample=<ID=40, name=filtered/EHA03360_bin.2/PRB0237_EHI02587_DMB0156.bam>
##sample=<ID=41, name=filtered/EHA03360_bin.2/PRB0237_EHI02694_DMB0156.bam>
SampleID  	1       	2       	3       	4       	5       	6       	7       	8       	9       	10      	11      	12      	13      	14      	15      	16      	17      	18      	19      	20      	21      	22      	23      	24      	25      	26      	27      	28      	29      	30      	31      	32      	33      	34      	35      	36      	37      	38      	39      	40      	41      
1	0.98693639	0.99230981	0.99433714	0.99208498	0.99349892	0.99285972	0.99767685	0.99709541	0.99896353	0.99444956	0.99905467	0.94642860	1.00000000	NaN	0.99657202	0.99854577	0.99796748	1.00000000	NaN	NaN	0.99831957	NaN	0.99892819	0.99884564	0.99321920	0.99840564	0.99374604	0.99858862	0.98652840	0.99408758	NaN	0.99464464	0.99943978	0.99928188	0.99027610	0.99056602	NaN	0.99381125	0.99843538	0.99869543	NaN
2	0.99230981	0.99431634	0.99705732	0.99766362	0.99568880	0.99587584	0.99325037	0.99722278	0.99526221	0.99465394	0.99345213	1.00000000	0.99307311	NaN	0.99898750	0.99313766	0.99235934	1.00000000	NaN	NaN	0.99278569	NaN	0.99228936	0.99575758	0.99768382	0.99528682	0.99753445	0.99344301	0.99385309	0.99822068	NaN	0.99767488	0.99449414	0.99415183	0.99531281	0.99342108	1.00000000	0.99646008	0.99281722	0.99350947	NaN
3	0.99433714	0.99705732	0.99618322	0.99711376	0.99690145	0.99680644	0.99615514	0.99920791	0.99608219	0.99547136	0.99569142	NaN	0.99829614	NaN	0.99852341	0.99592572	0.99601936	1.00000000	NaN	NaN	0.99540043	NaN	0.99419600	0.99721998	0.99635690	0.99694115	0.99785471	0.99560100	0.99640870	0.99697870	NaN	0.99721479	0.99576205	0.99627823	0.99714506	1.00000000	1.00000000	0.99738753	0.99624920	0.99479288	NaN
4	0.99208498	0.99766362	0.99711376	0.99226820	0.99690819	0.99585807	0.99353451	0.99672925	0.99623680	0.99516678	0.99409795	1.00000000	0.99327254	NaN	0.99810249	0.99406743	0.99265802	1.00000000	NaN	NaN	0.99255091	NaN	0.99172515	0.99698067	0.99741405	0.99552983	0.99760491	0.99341965	0.99178988	0.99751478	NaN	0.99747342	0.99507087	0.99329215	0.99334621	0.99342108	NaN	0.99702322	0.99504691	0.99419761	NaN
5	0.99349892	0.99568880	0.99690145	0.99690819	0.99439156	0.99581653	0.99348164	0.99670559	0.99443972	0.99756247	0.99484944	1.00000000	0.99321091	NaN	0.99653047	0.99418485	0.99277467	1.00000000	NaN	NaN	0.99192625	NaN	0.99339139	0.99672264	0.99555421	0.99433249	0.99546987	0.99383783	0.99433619	0.99631989	NaN	0.99724650	0.99524957	0.99428022	0.99548489	0.99342108	1.00000000	0.99585354	0.99455571	0.99419147	NaN
6	0.99285972	0.99587584	0.99680644	0.99585807	0.99581653	0.99590600	0.99501818	0.99641341	0.99537331	0.99641442	0.99525964	1.00000000	0.99339151	NaN	0.99816740	0.99538964	0.99579364	NaN	NaN	NaN	0.99378812	NaN	0.99359089	0.99739128	0.99596518	0.99672258	0.99743158	0.99495405	0.99641609	0.99701291	NaN	0.99753267	0.99514151	0.99572015	0.99649513	1.00000000	NaN	0.99475944	0.99603438	0.99439740	NaN
7	0.99767685	0.99325037	0.99615514	0.99353451	0.99348164	0.99501818	0.98652434	0.99687988	0.99784946	0.99451208	0.99858254	0.94642860	0.99888873	NaN	0.99565488	0.99790108	0.99888897	1.00000000	NaN	NaN	0.99880570	NaN	0.99782825	0.99921507	0.99345648	0.99947166	0.99381328	0.99832457	0.98704582	0.99446464	NaN	0.99441731	0.99854070	0.99872446	0.98933691	1.00000000	NaN	0.99683547	0.99979264	0.99829692	NaN
8	0.99709541	0.99722278	0.99920791	0.99672925	0.99670559	0.99641341	0.99687988	0.99376476	0.99943978	0.99627614	0.99805874	NaN	0.99474788	NaN	0.99908757	0.99777645	0.99605006	NaN	NaN	NaN	0.99611199	NaN	0.99725217	0.99868995	0.99893349	0.99710357	0.99673045	0.99761719	0.99413675	0.99838448	NaN	0.99870467	0.99825174	0.99755126	0.99723756	NaN	NaN	0.99830860	0.99617589	0.99718124	NaN
9	0.99896353	0.99526221	0.99608219	0.99623680	0.99443972	0.99537331	0.99784946	0.99943978	0.98978388	0.99545896	0.99907821	NaN	0.99973506	NaN	0.99880952	0.99880630	0.99836355	1.00000000	NaN	NaN	0.99825096	NaN	0.99904555	0.99792469	0.99635333	0.99838972	0.99620050	0.99868518	0.99004674	0.99700469	NaN	0.99622834	0.99949014	0.99892473	0.99326271	NaN	NaN	0.99593985	0.99831653	0.99915880	NaN
10	0.99444956	0.99465394	0.99547136	0.99516678	0.99756247	0.99641442	0.99451208	0.99627614	0.99545896	0.98999149	0.99555022	1.00000000	0.99469900	NaN	0.99540228	0.99479342	0.99388433	1.00000000	NaN	NaN	0.99235767	NaN	0.99489743	0.99596196	0.99356639	0.99595791	0.99286735	0.99476862	0.99105418	0.99469197	NaN	0.99733114	0.99487680	0.99574542	0.99216527	NaN	1.00000000	0.99413782	0.99244082	0.99484789	NaN
