##source=lorikeet-v0.8.2
##sample=<ID=1, name=filtered/EHA04492_bin.179/PRB0174_EHI02067_DMB0156.bam>
##sample=<ID=2, name=filtered/EHA04492_bin.179/PRB0174_EHI02065_DMB0156.bam>
##sample=<ID=3, name=filtered/EHA04492_bin.179/PRB0237_EHI02617_DMB0156.bam>
##sample=<ID=4, name=filtered/EHA04492_bin.179/PRB0164_EHI01968_DMB0156.bam>
##sample=<ID=5, name=filtered/EHA04492_bin.179/PRB0237_EHI02630_DMB0156.bam>
##sample=<ID=6, name=filtered/EHA04492_bin.179/PRB0237_EHI02639_DMB0156.bam>
##sample=<ID=7, name=filtered/EHA04492_bin.179/PRB0237_EHI02607_DMB0156.bam>
##sample=<ID=8, name=filtered/EHA04492_bin.179/PRB0237_EHI02582_DMB0156.bam>
##sample=<ID=9, name=filtered/EHA04492_bin.179/PRB0237_EHI02612_DMB0156.bam>
##sample=<ID=10, name=filtered/EHA04492_bin.179/PRB0237_EHI02619_DMB0156.bam>
##sample=<ID=11, name=filtered/EHA04492_bin.179/PRB0164_EHI01985_DMB0156.bam>
##sample=<ID=12, name=filtered/EHA04492_bin.179/PRB0164_EHI01966_DMB0156.bam>
##sample=<ID=13, name=filtered/EHA04492_bin.179/PRB0237_EHI02615_DMB0156.bam>
##sample=<ID=14, name=filtered/EHA04492_bin.179/PRB0237_EHI02695_DMB0156.bam>
##sample=<ID=15, name=filtered/EHA04492_bin.179/PRB0237_EHI02592_DMB0156.bam>
##sample=<ID=16, name=filtered/EHA04492_bin.179/PRB0237_EHI02585_DMB0156.bam>
##sample=<ID=17, name=filtered/EHA04492_bin.179/PRB0237_EHI02602_DMB0156.bam>
##sample=<ID=18, name=filtered/EHA04492_bin.179/PRB0237_EHI02632_DMB0156.bam>
##sample=<ID=19, name=filtered/EHA04492_bin.179/PRB0237_EHI02698_DMB0156.bam>
##sample=<ID=20, name=filtered/EHA04492_bin.179/PRB0237_EHI02697_DMB0156.bam>
##sample=<ID=21, name=filtered/EHA04492_bin.179/PRB0237_EHI02624_DMB0156.bam>
##sample=<ID=22, name=filtered/EHA04492_bin.179/PRB0237_EHI02693_DMB0156.bam>
##sample=<ID=23, name=filtered/EHA04492_bin.179/PRB0174_EHI02088_DMB0156.bam>
##sample=<ID=24, name=filtered/EHA04492_bin.179/PRB0164_EHI01995_DMB0156.bam>
##sample=<ID=25, name=filtered/EHA04492_bin.179/PRB0174_EHI02097_DMB0156.bam>
##sample=<ID=26, name=filtered/EHA04492_bin.179/PRB0164_EHI01970_DMB0156.bam>
##sample=<ID=27, name=filtered/EHA04492_bin.179/PRB0237_EHI02633_DMB0156.bam>
##sample=<ID=28, name=filtered/EHA04492_bin.179/PRB0237_EHI02598_DMB0156.bam>
##sample=<ID=29, name=filtered/EHA04492_bin.179/PRB0164_EHI01989_DMB0156.bam>
##sample=<ID=30, name=filtered/EHA04492_bin.179/PRB0174_EHI02079_DMB0156.bam>
##sample=<ID=31, name=filtered/EHA04492_bin.179/PRB0237_EHI02696_DMB0156.bam>
##sample=<ID=32, name=filtered/EHA04492_bin.179/PRB0164_EHI01967_DMB0156.bam>
##sample=<ID=33, name=filtered/EHA04492_bin.179/PRB0164_EHI01992_DMB0156.bam>
##sample=<ID=34, name=filtered/EHA04492_bin.179/PRB0174_EHI02105_DMB0156.bam>
##sample=<ID=35, name=filtered/EHA04492_bin.179/PRB0164_EHI01979_DMB0156.bam>
##sample=<ID=36, name=filtered/EHA04492_bin.179/PRB0164_EHI01982_DMB0156.bam>
##sample=<ID=37, name=filtered/EHA04492_bin.179/PRB0237_EHI02625_DMB0156.bam>
##sample=<ID=38, name=filtered/EHA04492_bin.179/PRB0237_EHI02603_DMB0156.bam>
##sample=<ID=39, name=filtered/EHA04492_bin.179/PRB0237_EHI02584_DMB0156.bam>
##sample=<ID=40, name=filtered/EHA04492_bin.179/PRB0237_EHI02587_DMB0156.bam>
##sample=<ID=41, name=filtered/EHA04492_bin.179/PRB0237_EHI02694_DMB0156.bam>
SampleID  	1       	2       	3       	4       	5       	6       	7       	8       	9       	10      	11      	12      	13      	14      	15      	16      	17      	18      	19      	20      	21      	22      	23      	24      	25      	26      	27      	28      	29      	30      	31      	32      	33      	34      	35      	36      	37      	38      	39      	40      	41      
1	0.99513924	0.99820912	0.99757755	0.99759889	0.99785703	0.99809456	0.99941432	0.99824768	0.99950206	0.99758726	0.99912989	0.99971467	0.99894857	NaN	0.99627215	0.99840593	0.99923933	1.00000000	NaN	NaN	0.99888718	NaN	0.99950689	0.99880975	0.99729252	0.99930280	0.99806505	0.99909568	0.99735725	0.99695712	NaN	0.99760306	0.99953139	0.99922335	0.99746710	1.00000000	1.00000000	0.99665052	0.99915946	0.99874306	NaN
2	0.99820912	0.99765414	0.99918461	0.99836969	0.99795312	0.99831289	0.99822569	0.99822491	0.99773699	0.99787438	0.99791223	0.99931270	0.99794257	NaN	0.99777532	0.99813563	0.99811929	0.99968624	NaN	NaN	0.99846745	NaN	0.99760646	0.99552870	0.99957854	0.99845070	0.99828476	0.99706042	0.99827778	0.99952441	NaN	0.99907571	0.99667990	0.99747962	0.99914587	0.99982208	0.99971616	0.99915272	0.99898583	0.99705309	NaN
3	0.99757755	0.99918461	0.99824309	0.99901837	0.99908847	0.99943072	0.99730372	0.99949318	0.99841201	0.99894017	0.99882126	0.99962056	0.99822670	NaN	0.99879515	0.99844682	0.99881685	0.99820143	NaN	NaN	0.99844664	NaN	0.99632233	0.99802250	0.99926674	0.99858427	0.99905616	0.99787164	0.99910158	0.99940765	NaN	0.99927413	0.99747390	0.99511260	0.99941969	0.99965888	0.99944150	0.99980789	0.99890471	0.99738187	NaN
4	0.99759889	0.99836969	0.99901837	0.99425340	0.99696285	0.99804688	0.99751121	0.99890071	0.99917084	0.99539590	0.99810284	0.99917459	0.99828297	NaN	0.99939263	0.99822378	0.99845135	0.99738902	NaN	NaN	0.99713749	NaN	0.99613744	0.99915707	0.99871796	0.99858338	0.99777269	0.99802983	0.99826431	0.99888235	NaN	0.99795181	0.99724078	0.99904186	0.99787444	0.99897522	1.00000000	0.99798870	0.99796706	0.99792302	NaN
5	0.99785703	0.99795312	0.99908847	0.99696285	0.99835330	0.99813521	0.99682218	0.99913841	0.99751002	0.99885446	0.99771190	0.99981493	0.99788982	NaN	0.99624062	0.99752033	0.99642384	0.99811643	NaN	NaN	0.99723595	NaN	0.99575949	0.99597907	0.99862105	0.99710876	0.99745595	0.99812812	0.99629086	0.99821854	NaN	0.99830168	0.99669313	0.99474239	0.99763900	1.00000000	0.99977052	0.99852675	0.99840963	0.99646932	NaN
6	0.99809456	0.99831289	0.99943072	0.99804688	0.99813521	0.99771076	0.99851495	0.99866402	0.99837637	0.99844599	0.99869031	0.99950051	0.99915302	NaN	0.99902278	0.99799800	0.99826419	0.99970794	NaN	NaN	0.99771464	NaN	0.99716651	0.99883652	0.99852276	0.99869823	0.99906063	0.99808866	0.99844706	0.99888539	NaN	0.99822628	0.99873501	0.99786508	0.99818045	0.99887490	0.99847001	0.99876803	0.99868596	0.99816984	NaN
7	0.99941432	0.99822569	0.99730372	0.99751121	0.99682218	0.99851495	0.99568975	0.99848014	0.99968308	0.99684894	0.99918288	1.00000000	0.99931777	NaN	0.99597424	0.99876785	0.99948007	1.00000000	NaN	NaN	0.99940455	NaN	0.99937481	0.99958503	0.99681002	0.99969900	0.99780816	0.99902904	0.99697191	0.99709362	NaN	0.99775523	0.99938720	0.99963766	0.99757284	0.99905270	1.00000000	0.99694240	0.99974155	0.99902916	NaN
8	0.99824768	0.99822491	0.99949318	0.99890071	0.99913841	0.99866402	0.99848014	0.99680054	0.99887937	0.99845839	0.99878347	0.99990886	0.99848121	NaN	0.99918258	0.99790174	0.99795151	0.99862856	NaN	NaN	0.99824971	NaN	0.99719507	0.99765933	0.99904555	0.99920392	0.99794030	0.99870300	0.99872327	0.99861467	NaN	0.99763167	0.99889386	0.99627471	0.99891782	1.00000000	0.99973059	0.99960893	0.99867141	0.99854457	NaN
9	0.99950206	0.99773699	0.99841201	0.99917084	0.99751002	0.99837637	0.99968308	0.99887937	0.99335957	0.99724448	0.99926549	0.99889159	0.99925780	NaN	0.99824458	0.99881202	0.99892974	1.00000000	NaN	NaN	0.99856383	NaN	0.99852037	0.99831849	0.99692881	0.99903661	0.99725974	0.99915844	0.99691516	0.99789834	NaN	0.99730951	0.99938524	0.99900663	0.99763250	1.00000000	1.00000000	0.99681675	0.99844962	0.99872786	NaN
10	0.99758726	0.99787438	0.99894017	0.99539590	0.99885446	0.99844599	0.99684894	0.99845839	0.99724448	0.99858749	0.99720073	0.99976087	0.99846870	NaN	0.99813831	0.99631429	0.99698347	0.99983525	NaN	NaN	0.99684221	NaN	0.99545103	0.99458116	0.99810141	0.99679089	0.99658471	0.99656683	0.99502683	0.99811208	NaN	0.99856001	0.99667227	0.99642336	0.99704993	0.99902701	0.99901551	0.99854970	0.99878734	0.99500263	NaN
