##source=lorikeet-v0.8.2
##sample=<ID=1, name=filtered/EHA04409_bin.45/PRB0174_EHI02067_DMB0156.bam>
##sample=<ID=2, name=filtered/EHA04409_bin.45/PRB0174_EHI02065_DMB0156.bam>
##sample=<ID=3, name=filtered/EHA04409_bin.45/PRB0237_EHI02617_DMB0156.bam>
##sample=<ID=4, name=filtered/EHA04409_bin.45/PRB0164_EHI01968_DMB0156.bam>
##sample=<ID=5, name=filtered/EHA04409_bin.45/PRB0237_EHI02630_DMB0156.bam>
##sample=<ID=6, name=filtered/EHA04409_bin.45/PRB0237_EHI02639_DMB0156.bam>
##sample=<ID=7, name=filtered/EHA04409_bin.45/PRB0237_EHI02607_DMB0156.bam>
##sample=<ID=8, name=filtered/EHA04409_bin.45/PRB0237_EHI02582_DMB0156.bam>
##sample=<ID=9, name=filtered/EHA04409_bin.45/PRB0237_EHI02612_DMB0156.bam>
##sample=<ID=10, name=filtered/EHA04409_bin.45/PRB0237_EHI02619_DMB0156.bam>
##sample=<ID=11, name=filtered/EHA04409_bin.45/PRB0164_EHI01985_DMB0156.bam>
##sample=<ID=12, name=filtered/EHA04409_bin.45/PRB0164_EHI01966_DMB0156.bam>
##sample=<ID=13, name=filtered/EHA04409_bin.45/PRB0237_EHI02615_DMB0156.bam>
##sample=<ID=14, name=filtered/EHA04409_bin.45/PRB0237_EHI02695_DMB0156.bam>
##sample=<ID=15, name=filtered/EHA04409_bin.45/PRB0237_EHI02592_DMB0156.bam>
##sample=<ID=16, name=filtered/EHA04409_bin.45/PRB0237_EHI02585_DMB0156.bam>
##sample=<ID=17, name=filtered/EHA04409_bin.45/PRB0237_EHI02602_DMB0156.bam>
##sample=<ID=18, name=filtered/EHA04409_bin.45/PRB0237_EHI02632_DMB0156.bam>
##sample=<ID=19, name=filtered/EHA04409_bin.45/PRB0237_EHI02698_DMB0156.bam>
##sample=<ID=20, name=filtered/EHA04409_bin.45/PRB0237_EHI02697_DMB0156.bam>
##sample=<ID=21, name=filtered/EHA04409_bin.45/PRB0237_EHI02624_DMB0156.bam>
##sample=<ID=22, name=filtered/EHA04409_bin.45/PRB0237_EHI02693_DMB0156.bam>
##sample=<ID=23, name=filtered/EHA04409_bin.45/PRB0174_EHI02088_DMB0156.bam>
##sample=<ID=24, name=filtered/EHA04409_bin.45/PRB0164_EHI01995_DMB0156.bam>
##sample=<ID=25, name=filtered/EHA04409_bin.45/PRB0174_EHI02097_DMB0156.bam>
##sample=<ID=26, name=filtered/EHA04409_bin.45/PRB0164_EHI01970_DMB0156.bam>
##sample=<ID=27, name=filtered/EHA04409_bin.45/PRB0237_EHI02633_DMB0156.bam>
##sample=<ID=28, name=filtered/EHA04409_bin.45/PRB0237_EHI02598_DMB0156.bam>
##sample=<ID=29, name=filtered/EHA04409_bin.45/PRB0164_EHI01989_DMB0156.bam>
##sample=<ID=30, name=filtered/EHA04409_bin.45/PRB0174_EHI02079_DMB0156.bam>
##sample=<ID=31, name=filtered/EHA04409_bin.45/PRB0237_EHI02696_DMB0156.bam>
##sample=<ID=32, name=filtered/EHA04409_bin.45/PRB0164_EHI01967_DMB0156.bam>
##sample=<ID=33, name=filtered/EHA04409_bin.45/PRB0164_EHI01992_DMB0156.bam>
##sample=<ID=34, name=filtered/EHA04409_bin.45/PRB0174_EHI02105_DMB0156.bam>
##sample=<ID=35, name=filtered/EHA04409_bin.45/PRB0164_EHI01979_DMB0156.bam>
##sample=<ID=36, name=filtered/EHA04409_bin.45/PRB0164_EHI01982_DMB0156.bam>
##sample=<ID=37, name=filtered/EHA04409_bin.45/PRB0237_EHI02625_DMB0156.bam>
##sample=<ID=38, name=filtered/EHA04409_bin.45/PRB0237_EHI02603_DMB0156.bam>
##sample=<ID=39, name=filtered/EHA04409_bin.45/PRB0237_EHI02584_DMB0156.bam>
##sample=<ID=40, name=filtered/EHA04409_bin.45/PRB0237_EHI02587_DMB0156.bam>
##sample=<ID=41, name=filtered/EHA04409_bin.45/PRB0237_EHI02694_DMB0156.bam>
SampleID  	1       	2       	3       	4       	5       	6       	7       	8       	9       	10      	11      	12      	13      	14      	15      	16      	17      	18      	19      	20      	21      	22      	23      	24      	25      	26      	27      	28      	29      	30      	31      	32      	33      	34      	35      	36      	37      	38      	39      	40      	41      
1	0.99756438	0.99844766	0.99941385	0.99935150	0.99920809	0.99659383	0.99986583	0.99948829	1.00000000	0.99899781	0.99992800	0.99953818	1.00000000	NaN	0.99952555	0.99993211	1.00000000	1.00000000	NaN	NaN	1.00000000	NaN	1.00000000	1.00000000	0.99939203	0.99953628	0.99815756	1.00000000	0.99932849	0.99832827	NaN	0.99955267	0.99993670	1.00000000	0.99947047	0.99961752	1.00000000	0.99971408	0.99984568	1.00000000	NaN
2	0.99844766	0.99919677	0.99970281	0.99969769	0.99964195	0.99863064	0.99733615	0.99894542	0.99740911	0.99975759	0.99853742	0.99948448	0.99868226	NaN	0.99949235	0.99810249	0.99852288	0.99925983	NaN	NaN	0.99888855	NaN	0.99813133	0.99965489	1.00000000	0.99855161	0.99935901	0.99723995	0.99896765	1.00000000	NaN	0.99969345	0.99825871	0.99900025	0.99909872	0.99891800	0.99904925	0.99937600	0.99874091	0.99875140	NaN
3	0.99941385	0.99970281	0.99938536	0.99944878	0.99944258	0.99934274	0.99798602	0.99907058	0.99807429	0.99930573	0.99877506	0.99942553	0.99811560	NaN	0.99939013	0.99874437	0.99791640	0.99939734	NaN	NaN	0.99893647	NaN	0.99936867	1.00000000	0.99975872	0.99871749	0.99941331	0.99770778	0.99919116	0.99957287	NaN	0.99965858	0.99851984	0.99902564	0.99970168	0.99869406	0.99956363	0.99985093	0.99879044	0.99855143	NaN
4	0.99935150	0.99969769	0.99944878	0.99836165	0.99989724	0.99736321	0.99816388	0.99852026	0.99870771	0.99917984	0.99831718	0.99921697	0.99864435	NaN	0.99990773	0.99920845	0.99871975	0.99965447	NaN	NaN	0.99923801	NaN	0.99958938	0.99980474	0.99983990	0.99873805	0.99845803	0.99798095	0.99866837	0.99977785	NaN	0.99993020	0.99810928	0.99943179	0.99891835	0.99807191	0.99910510	0.99905789	0.99892288	0.99884999	NaN
5	0.99920809	0.99964195	0.99944258	0.99989724	0.99849576	0.99777544	0.99772060	0.99855220	0.99839675	0.99956459	0.99863446	0.99932039	0.99858755	NaN	0.99989516	0.99910051	0.99843204	0.99948275	NaN	NaN	0.99927944	NaN	0.99954051	0.99955541	0.99992913	0.99883497	0.99857408	0.99739224	0.99872565	0.99995512	NaN	0.99986255	0.99763721	0.99951935	0.99897802	0.99846607	0.99948746	0.99906862	0.99879330	0.99893898	NaN
6	0.99659383	0.99863064	0.99934274	0.99736321	0.99777544	0.99711025	0.99439865	0.99601489	0.99583912	0.99804074	0.99783212	0.99639088	0.99590462	NaN	0.99804014	0.99838769	0.99680173	0.99785864	NaN	NaN	0.99856985	NaN	0.99862510	0.99828941	0.99855387	0.99721390	0.99683535	0.99676657	0.99598932	0.99888283	NaN	0.99759144	0.99684125	0.99852359	0.99751729	0.99634749	0.99838507	0.99665779	0.99785841	0.99820936	NaN
7	0.99986583	0.99733615	0.99798602	0.99816388	0.99772060	0.99439865	0.99710011	0.99801338	0.99994880	0.99853021	0.99995321	0.99933702	1.00000000	NaN	0.99811947	0.99991518	0.99984038	1.00000000	NaN	NaN	0.99942452	NaN	1.00000000	0.99986613	0.99841511	0.99951220	0.99757558	0.99974513	0.99797171	0.99787635	NaN	0.99834013	0.99931300	1.00000000	0.99840677	0.99711943	0.99340367	0.99808770	0.99990493	0.99996108	NaN
8	0.99948829	0.99894542	0.99907058	0.99852026	0.99855220	0.99601489	0.99801338	0.99751395	0.99857104	0.99797922	0.99827611	0.99852979	0.99870867	NaN	0.99884146	0.99881160	0.99881637	0.99978280	NaN	NaN	0.99918222	NaN	0.99936527	0.99927121	0.99861729	0.99821174	0.99759257	0.99844444	0.99977767	0.99865615	NaN	0.99873912	0.99846274	0.99940073	0.99961871	0.99965096	0.99824846	0.99979144	0.99851787	0.99827212	NaN
9	1.00000000	0.99740911	0.99807429	0.99870771	0.99839675	0.99583912	0.99994880	0.99857104	0.99698508	0.99898899	0.99988735	0.99912363	0.99991858	NaN	0.99829710	0.99982750	0.99987143	0.99986219	NaN	NaN	0.99937779	NaN	0.99993235	1.00000000	0.99819666	0.99977952	0.99738735	0.99993700	0.99842983	0.99736637	NaN	0.99861562	0.99988931	0.99980032	0.99876583	0.99752289	0.99672490	0.99874276	0.99994379	0.99990410	NaN
10	0.99899781	0.99975759	0.99930573	0.99917984	0.99956459	0.99804074	0.99853021	0.99797922	0.99898899	0.99896622	0.99838722	0.99870545	0.99926102	NaN	0.99955821	0.99928027	0.99905878	0.99944288	NaN	NaN	0.99954212	NaN	0.99935156	0.99953276	0.99985361	0.99881738	0.99894965	0.99891138	0.99824220	0.99983817	NaN	0.99941713	0.99857551	0.99942595	0.99882913	0.99818367	0.99930173	0.99869329	0.99926430	0.99889368	NaN
